date,VIX_index
2019/12/5,14.52
2019/12/6,13.62
2019/12/9,15.86
2019/12/10,15.68
2019/12/11,14.99
2019/12/12,13.94
2019/12/13,12.63
2019/12/16,12.14
2019/12/17,12.29
2019/12/18,12.58
2019/12/19,12.5
2019/12/20,12.51
2019/12/23,12.61
2019/12/24,12.67
2019/12/25,
2019/12/26,12.65
2019/12/27,13.43
2019/12/30,14.82
2019/12/31,13.78
2020/1/1,
2020/1/2,12.47
2020/1/3,14.02
2020/1/6,13.85
2020/1/7,13.79
2020/1/8,13.45
2020/1/9,12.54
2020/1/10,12.56
2020/1/13,12.32
2020/1/14,12.39
2020/1/15,12.42
2020/1/16,12.32
2020/1/17,12.1
2020/1/20,
2020/1/21,12.85
2020/1/22,12.91
2020/1/23,12.98
2020/1/24,14.56
2020/1/27,18.23
2020/1/28,16.28
2020/1/29,16.39
2020/1/30,15.49
2020/1/31,18.84
2020/2/3,17.97
2020/2/4,16.05
2020/2/5,15.15
2020/2/6,14.96
2020/2/7,15.47
2020/2/10,15.04
2020/2/11,15.18
2020/2/12,13.74
2020/2/13,14.15
2020/2/14,13.68
2020/2/17,
2020/2/18,14.83
2020/2/19,14.38
2020/2/20,15.56
2020/2/21,17.08
2020/2/24,25.03
2020/2/25,27.85
2020/2/26,27.56
2020/2/27,39.16
2020/2/28,40.11
2020/3/2,33.42
2020/3/3,36.82
2020/3/4,31.99
2020/3/5,39.62
2020/3/6,41.94
2020/3/9,54.46
2020/3/10,47.3
2020/3/11,53.9
2020/3/12,75.47
2020/3/13,57.83
2020/3/16,82.69
2020/3/17,75.91
2020/3/18,76.45
2020/3/19,72
2020/3/20,66.04
2020/3/23,61.59
2020/3/24,61.67
2020/3/25,63.95
2020/3/26,61
2020/3/27,65.54
2020/3/30,57.08
2020/3/31,53.54
2020/4/1,57.06
2020/4/2,50.91
2020/4/3,46.8
2020/4/6,45.24
2020/4/7,46.7
2020/4/8,43.35
2020/4/9,41.67
2020/4/10,
2020/4/13,41.17
2020/4/14,37.76
2020/4/15,40.84
2020/4/16,40.11
2020/4/17,38.15
2020/4/20,43.83
2020/4/21,45.41
2020/4/22,41.98
2020/4/23,41.38
2020/4/24,35.93
2020/4/27,33.29
2020/4/28,33.57
2020/4/29,31.23
2020/4/30,34.15
2020/5/1,37.19
2020/5/4,35.97
2020/5/5,33.61
2020/5/6,34.12
2020/5/7,31.44
2020/5/8,27.98
2020/5/11,27.57
2020/5/12,33.04
2020/5/13,35.28
2020/5/14,32.61
2020/5/15,31.89
2020/5/18,29.3
2020/5/19,30.53
2020/5/20,27.99
2020/5/21,29.53
2020/5/22,28.16
2020/5/25,
2020/5/26,28.01
2020/5/27,27.62
2020/5/28,28.59
2020/5/29,27.51
2020/6/1,28.23
2020/6/2,26.84
2020/6/3,25.66
2020/6/4,25.81
2020/6/5,24.52
2020/6/8,25.81
2020/6/9,27.57
2020/6/10,27.57
2020/6/11,40.79
2020/6/12,36.09
2020/6/15,34.4
2020/6/16,33.67
2020/6/17,33.47
2020/6/18,32.94
2020/6/19,35.12
2020/6/22,31.77
2020/6/23,31.37
2020/6/24,33.84
2020/6/25,32.22
2020/6/26,34.73
2020/6/29,31.78
2020/6/30,30.43
2020/7/1,28.62
2020/7/2,27.68
2020/7/3,
2020/7/6,27.94
2020/7/7,29.43
2020/7/8,28.08
2020/7/9,29.26
2020/7/10,27.29
2020/7/13,32.19
2020/7/14,29.52
2020/7/15,27.76
2020/7/16,28
2020/7/17,25.68
2020/7/20,24.46
2020/7/21,24.84
2020/7/22,24.32
2020/7/23,26.08
2020/7/24,25.84
2020/7/27,24.74
2020/7/28,25.44
2020/7/29,24.1
2020/7/30,24.76
2020/7/31,24.46
2020/8/3,24.28
2020/8/4,23.76
2020/8/5,22.99
2020/8/6,22.65
2020/8/7,22.21
2020/8/10,22.13
2020/8/11,24.03
2020/8/12,22.28
2020/8/13,22.13
2020/8/14,22.05
2020/8/17,21.35
2020/8/18,21.51
2020/8/19,22.54
2020/8/20,22.72
2020/8/21,22.54
2020/8/24,22.37
2020/8/25,22.03
2020/8/26,23.27
2020/8/27,24.47
2020/8/28,22.96
2020/8/31,26.41
2020/9/1,26.12
2020/9/2,26.57
2020/9/3,33.6
2020/9/4,30.75
2020/9/7,
2020/9/8,31.46
2020/9/9,28.81
2020/9/10,29.71
2020/9/11,26.87
2020/9/14,25.85
2020/9/15,25.59
2020/9/16,26.04
2020/9/17,26.46
2020/9/18,25.83
2020/9/21,27.78
2020/9/22,26.86
2020/9/23,28.58
2020/9/24,28.51
2020/9/25,26.38
2020/9/28,26.19
2020/9/29,26.27
2020/9/30,26.37
2020/10/1,26.7
2020/10/2,27.63
2020/10/5,27.96
2020/10/6,29.48
2020/10/7,28.06
2020/10/8,26.36
2020/10/9,25
2020/10/12,25.07
2020/10/13,26.07
2020/10/14,26.4
2020/10/15,26.97
2020/10/16,27.41
2020/10/19,29.18
2020/10/20,29.35
2020/10/21,28.65
2020/10/22,28.11
2020/10/23,27.55
2020/10/26,32.46
2020/10/27,33.35
2020/10/28,40.28
2020/10/29,37.59
2020/10/30,38.02
2020/11/2,37.13
2020/11/3,35.55
2020/11/4,29.57
2020/11/5,27.58
2020/11/6,24.86
2020/11/9,25.75
2020/11/10,24.8
2020/11/11,23.45
2020/11/12,25.35
2020/11/13,23.1
2020/11/16,22.45
2020/11/17,22.71
2020/11/18,23.84
2020/11/19,23.11
2020/11/20,23.7
2020/11/23,22.66
2020/11/24,21.64
2020/11/25,21.25
2020/11/26,
2020/11/27,20.84
2020/11/30,20.57
2020/12/1,20.77
2020/12/2,21.17
2020/12/3,21.28
2020/12/4,20.79
2020/12/7,21.3
2020/12/8,20.68
2020/12/9,22.27
2020/12/10,22.52
2020/12/11,23.31
2020/12/14,24.72
2020/12/15,22.89
2020/12/16,22.5
2020/12/17,21.93
2020/12/18,21.57
2020/12/21,25.16
2020/12/22,24.23
2020/12/23,23.31
2020/12/24,21.53
2020/12/25,
2020/12/28,21.7
2020/12/29,23.08
2020/12/30,22.77
2020/12/31,22.75
2021/1/1,
2021/1/4,26.97
2021/1/5,25.34
2021/1/6,25.07
2021/1/7,22.37
2021/1/8,21.56
2021/1/11,24.08
2021/1/12,23.33
2021/1/13,22.21
2021/1/14,23.25
2021/1/15,24.34
2021/1/18,
2021/1/19,23.24
2021/1/20,21.58
2021/1/21,21.32
2021/1/22,21.91
2021/1/25,23.19
2021/1/26,23.02
2021/1/27,37.21
2021/1/28,30.21
2021/1/29,33.09
2021/2/1,30.24
2021/2/2,25.56
2021/2/3,22.91
2021/2/4,21.77
2021/2/5,20.87
2021/2/8,21.24
2021/2/9,21.63
2021/2/10,21.99
2021/2/11,21.25
2021/2/12,19.97
2021/2/15,
2021/2/16,21.46
2021/2/17,21.5
2021/2/18,22.49
2021/2/19,22.05
2021/2/22,23.45
2021/2/23,23.11
2021/2/24,21.34
2021/2/25,28.89
2021/2/26,27.95
2021/3/1,23.35
2021/3/2,24.1
2021/3/3,26.67
2021/3/4,28.57
2021/3/5,24.66
2021/3/8,25.47
2021/3/9,24.03
2021/3/10,22.56
2021/3/11,21.91
2021/3/12,20.69
2021/3/15,20.03
2021/3/16,19.79
2021/3/17,19.23
2021/3/18,21.58
2021/3/19,20.95
2021/3/22,18.88
2021/3/23,20.3
2021/3/24,21.2
2021/3/25,19.81
2021/3/26,18.86
2021/3/29,20.74
2021/3/30,19.61
2021/3/31,19.4
2021/4/1,17.33
2021/4/2,
2021/4/5,17.91
2021/4/6,18.12
2021/4/7,17.16
2021/4/8,16.95
2021/4/9,16.69
2021/4/12,16.91
2021/4/13,16.65
2021/4/14,16.99
2021/4/15,16.57
2021/4/16,16.25
2021/4/19,17.29
2021/4/20,18.68
2021/4/21,17.5
2021/4/22,18.71
2021/4/23,17.33
2021/4/26,17.64
2021/4/27,17.56
2021/4/28,17.28
2021/4/29,17.61
2021/4/30,18.61
2021/5/3,18.31
2021/5/4,19.48
2021/5/5,19.15
2021/5/6,18.39
2021/5/7,16.69
2021/5/10,19.66
2021/5/11,21.84
2021/5/12,27.59
2021/5/13,23.13
2021/5/14,18.81
2021/5/17,19.72
2021/5/18,21.34
2021/5/19,22.18
2021/5/20,20.67
2021/5/21,20.15
2021/5/24,18.4
2021/5/25,18.84
2021/5/26,17.36
2021/5/27,16.74
2021/5/28,16.76
2021/5/31,
2021/6/1,17.9
2021/6/2,17.48
2021/6/3,18.04
2021/6/4,16.42
2021/6/7,16.42
2021/6/8,17.07
2021/6/9,17.89
2021/6/10,16.1
2021/6/11,15.65
2021/6/14,16.39
2021/6/15,17.02
2021/6/16,18.15
2021/6/17,17.75
2021/6/18,20.7
2021/6/21,17.89
2021/6/22,16.66
2021/6/23,16.32
2021/6/24,15.97
2021/6/25,15.62
2021/6/28,15.76
2021/6/29,16.02
2021/6/30,15.83
2021/7/1,15.48
2021/7/2,15.07
2021/7/5,
2021/7/6,16.44
2021/7/7,16.2
2021/7/8,19
2021/7/9,16.18
2021/7/12,16.17
2021/7/13,17.12
2021/7/14,16.33
2021/7/15,17.01
2021/7/16,18.45
2021/7/19,22.5
2021/7/20,19.73
2021/7/21,17.91
2021/7/22,17.69
2021/7/23,17.2
2021/7/26,17.58
2021/7/27,19.36
2021/7/28,18.31
2021/7/29,17.7
2021/7/30,18.24
2021/8/2,19.46
2021/8/3,18.04
2021/8/4,17.97
2021/8/5,17.28
2021/8/6,16.15
2021/8/9,16.72
2021/8/10,16.79
2021/8/11,16.06
2021/8/12,15.59
2021/8/13,15.45
2021/8/16,16.12
2021/8/17,17.91
2021/8/18,21.57
2021/8/19,21.67
2021/8/20,18.56
2021/8/23,17.15
2021/8/24,17.22
2021/8/25,16.79
2021/8/26,18.84
2021/8/27,16.39
2021/8/30,16.19
2021/8/31,16.48
2021/9/1,16.11
2021/9/2,16.41
2021/9/3,16.41
2021/9/6,
2021/9/7,18.14
2021/9/8,17.96
2021/9/9,18.8
2021/9/10,20.95
2021/9/13,19.37
2021/9/14,19.46
2021/9/15,18.18
2021/9/16,18.69
2021/9/17,20.81
2021/9/20,25.71
2021/9/21,24.36
2021/9/22,20.87
2021/9/23,18.63
2021/9/24,17.75
2021/9/27,18.76
2021/9/28,23.25
2021/9/29,22.56
2021/9/30,23.14
2021/10/1,21.15
2021/10/4,22.96
2021/10/5,21.3
2021/10/6,21
2021/10/7,19.54
2021/10/8,18.77
2021/10/11,20
2021/10/12,19.85
2021/10/13,18.64
2021/10/14,16.86
2021/10/15,16.3
2021/10/18,16.31
2021/10/19,15.7
2021/10/20,15.49
2021/10/21,15.01
2021/10/22,15.43
2021/10/25,15.24
2021/10/26,15.98
2021/10/27,16.98
2021/10/28,16.53
2021/10/29,16.26
2021/11/1,16.41
2021/11/2,16.03
2021/11/3,15.1
2021/11/4,15.44
2021/11/5,16.48
2021/11/8,17.22
2021/11/9,17.78
2021/11/10,18.73
2021/11/11,17.66
2021/11/12,16.29
2021/11/15,16.49
2021/11/16,16.37
2021/11/17,17.11
2021/11/18,17.59
2021/11/19,17.91
2021/11/22,19.17
2021/11/23,19.38
2021/11/24,18.58
2021/11/25,
2021/11/26,28.62
2021/11/29,22.96
2021/11/30,27.19
2021/12/1,31.12
2021/12/2,27.95
2021/12/3,30.67
2021/12/6,27.18
2021/12/7,21.89
2021/12/8,19.9
2021/12/9,21.58
2021/12/10,18.69
2021/12/13,20.31
2021/12/14,21.89
2021/12/15,19.29
2021/12/16,20.57
2021/12/17,21.57
2021/12/20,22.87
2021/12/21,21.01
2021/12/22,18.63
2021/12/23,17.96
2021/12/24,
2021/12/27,17.68
2021/12/28,17.54
2021/12/29,16.95
2021/12/30,17.33
2021/12/31,17.22
2022/1/3,16.6
2022/1/4,16.91
2022/1/5,19.73
2022/1/6,19.61
2022/1/7,18.76
2022/1/10,19.4
2022/1/11,18.41
2022/1/12,17.62
2022/1/13,20.31
2022/1/14,19.19
2022/1/17,
2022/1/18,22.79
2022/1/19,23.85
2022/1/20,25.59
2022/1/21,28.85
2022/1/24,29.9
2022/1/25,31.16
2022/1/26,31.96
2022/1/27,30.49
2022/1/28,27.66
2022/1/31,24.83
2022/2/1,21.96
2022/2/2,22.09
2022/2/3,24.35
2022/2/4,23.22
2022/2/7,22.86
2022/2/8,21.44
2022/2/9,19.96
2022/2/10,23.91
2022/2/11,27.36
2022/2/14,28.33
2022/2/15,25.7
2022/2/16,24.29
2022/2/17,28.11
2022/2/18,27.75
2022/2/21,
2022/2/22,28.81
2022/2/23,31.02
2022/2/24,30.32
2022/2/25,27.59
2022/2/28,30.15
2022/3/1,33.32
2022/3/2,30.74
2022/3/3,30.48
2022/3/4,31.98
2022/3/7,36.45
2022/3/8,35.13
2022/3/9,32.45
2022/3/10,30.23
2022/3/11,30.75
2022/3/14,31.77
2022/3/15,29.83
2022/3/16,26.67
2022/3/17,25.67
2022/3/18,23.87
2022/3/21,23.53
2022/3/22,22.94
2022/3/23,23.57
2022/3/24,21.67
2022/3/25,20.81
2022/3/28,19.63
2022/3/29,18.9
2022/3/30,19.33
2022/3/31,20.56
2022/4/1,19.63
2022/4/4,18.57
2022/4/5,21.03
2022/4/6,22.1
2022/4/7,21.55
2022/4/8,21.16
2022/4/11,24.37
2022/4/12,24.26
2022/4/13,21.82
2022/4/14,22.7
2022/4/15,
2022/4/18,22.17
2022/4/19,21.37
2022/4/20,20.32
2022/4/21,22.68
2022/4/22,28.21
2022/4/25,27.02
2022/4/26,33.52
2022/4/27,31.6
2022/4/28,29.99
2022/4/29,33.4
2022/5/2,32.34
2022/5/3,29.25
2022/5/4,25.42
2022/5/5,31.2
2022/5/6,30.19
2022/5/9,34.75
2022/5/10,32.99
2022/5/11,32.56
2022/5/12,31.77
2022/5/13,28.87
2022/5/16,27.47
2022/5/17,26.1
2022/5/18,30.96
2022/5/19,29.35
2022/5/20,29.43
2022/5/23,28.48
2022/5/24,29.45
2022/5/25,28.37
2022/5/26,27.5
2022/5/27,25.72
2022/5/30,26.54
2022/5/31,26.19
2022/6/1,25.69
2022/6/2,24.72
2022/6/3,24.79
2022/6/6,25.07
2022/6/7,24.02
2022/6/8,23.96
2022/6/9,26.09
2022/6/10,27.75
2022/6/13,34.02
2022/6/14,32.69
2022/6/15,29.62
2022/6/16,32.95
2022/6/17,31.13
2022/6/20,31.03
2022/6/21,30.19
2022/6/22,28.95
2022/6/23,29.05
2022/6/24,27.23
2022/6/27,26.95
2022/6/28,28.36
2022/6/29,28.16
2022/6/30,28.71
2022/7/1,26.7
2022/7/4,27.53
2022/7/5,27.54
2022/7/6,26.73
2022/7/7,26.08
2022/7/8,24.64
2022/7/11,26.17
2022/7/12,27.29
2022/7/13,26.82
2022/7/14,26.4
2022/7/15,24.23
2022/7/18,25.3
2022/7/19,24.5
2022/7/20,23.88
2022/7/21,23.11
2022/7/22,23.03
2022/7/25,23.36
2022/7/26,24.69
2022/7/27,23.24
2022/7/28,22.33
2022/7/29,21.33
2022/8/1,22.84
2022/8/2,23.93
2022/8/3,21.95
2022/8/4,21.44
2022/8/5,21.15
2022/8/8,21.29
2022/8/9,21.77
2022/8/10,19.74
2022/8/11,20.2
2022/8/12,19.53
2022/8/15,19.95
2022/8/16,19.69
2022/8/17,19.9
2022/8/18,19.56
2022/8/19,20.6
2022/8/22,23.8
2022/8/23,24.11
2022/8/24,22.82
2022/8/25,21.78
2022/8/26,25.56
2022/8/29,26.21
2022/8/30,26.21
2022/8/31,25.87
2022/9/1,25.56
2022/9/2,25.47
2022/9/5,25.99
2022/9/6,26.91
2022/9/7,24.64
2022/9/8,23.61
2022/9/9,22.79
2022/9/12,23.87
2022/9/13,27.27
2022/9/14,26.16
2022/9/15,26.27
2022/9/16,26.3
2022/9/19,25.76
2022/9/20,27.16
2022/9/21,27.99
2022/9/22,27.35
2022/9/23,29.92
2022/9/26,32.26
2022/9/27,32.6
2022/9/28,30.18
2022/9/29,31.84
2022/9/30,31.62
2022/10/3,30.1
2022/10/4,29.07
2022/10/5,28.55
2022/10/6,30.52
2022/10/7,31.36
2022/10/10,32.45
2022/10/11,33.63
2022/10/12,33.57
2022/10/13,31.94
2022/10/14,32.02
2022/10/17,31.37
2022/10/18,30.5
2022/10/19,30.76
2022/10/20,29.98
2022/10/21,29.69
2022/10/24,29.85
2022/10/25,28.46
2022/10/26,27.28
2022/10/27,27.39
2022/10/28,25.75
2022/10/31,25.88
2022/11/1,25.81
2022/11/2,25.86
2022/11/3,25.3
2022/11/4,24.55
2022/11/7,24.35
2022/11/8,25.54
2022/11/9,26.09
2022/11/10,23.53
2022/11/11,22.52
2022/11/14,23.73
2022/11/15,24.54
2022/11/16,24.11
2022/11/17,23.93
2022/11/18,23.12
2022/11/21,22.36
2022/11/22,21.29
2022/11/23,20.35
2022/11/24,20.42
2022/11/25,20.5
2022/11/28,22.21
2022/11/29,21.89
2022/11/30,20.58
2022/12/1,19.84
2022/12/2,19.06
2022/12/5,20.75
2022/12/6,22.17
2022/12/7,22.68
2022/12/8,22.29
2022/12/9,22.83
2022/12/12,25
2022/12/13,22.55
2022/12/14,21.14
2022/12/15,22.83
2022/12/16,22.62
2022/12/19,22.42
2022/12/20,21.48
2022/12/21,20.07
2022/12/22,21.97
2022/12/23,20.87
2022/12/26,
2022/12/27,21.65
2022/12/28,22.14
2022/12/29,21.44
2022/12/30,21.67
2023/1/2,
2023/1/3,22.9
2023/1/4,22.01
2023/1/5,22.46
2023/1/6,21.13
2023/1/9,21.97
2023/1/10,20.58
2023/1/11,21.09
2023/1/12,18.83
2023/1/13,18.35
2023/1/16,19.49
2023/1/17,19.36
2023/1/18,20.34
2023/1/19,20.52
2023/1/20,19.85
2023/1/23,19.81
2023/1/24,19.2
2023/1/25,19.08
2023/1/26,18.73
2023/1/27,18.51
2023/1/30,19.94
2023/1/31,19.4
2023/2/1,17.87
2023/2/2,18.73
2023/2/3,18.33
2023/2/6,19.43
2023/2/7,18.66
2023/2/8,19.63
2023/2/9,20.71
2023/2/10,20.53
2023/2/13,20.34
2023/2/14,18.91
2023/2/15,18.23
2023/2/16,20.17
2023/2/17,20.02
2023/2/20,21.23
2023/2/21,22.87
2023/2/22,22.29
2023/2/23,21.14
2023/2/24,21.67
2023/2/27,20.95
2023/2/28,20.7
2023/3/1,20.58
2023/3/2,19.59
2023/3/3,18.49
2023/3/6,18.61
2023/3/7,19.59
2023/3/8,19.11
2023/3/9,22.61
2023/3/10,24.8
2023/3/13,26.52
2023/3/14,23.73
2023/3/15,26.14
2023/3/16,22.99
2023/3/17,25.51
2023/3/20,24.15
2023/3/21,21.38
2023/3/22,22.26
2023/3/23,22.61
2023/3/24,21.74
2023/3/27,20.6
2023/3/28,19.97
2023/3/29,19.12
2023/3/30,19.02
2023/3/31,18.7
2023/4/3,18.55
2023/4/4,19
2023/4/5,19.08
2023/4/6,18.4
2023/4/7,
2023/4/10,18.97
2023/4/11,19.1
2023/4/12,19.09
2023/4/13,17.8
2023/4/14,17.07
2023/4/17,16.95
2023/4/18,16.83
2023/4/19,16.46
2023/4/20,17.17
2023/4/21,16.77
2023/4/24,16.89
2023/4/25,18.76
2023/4/26,18.84
2023/4/27,17.03
2023/4/28,15.78
2023/5/1,16.08
2023/5/2,17.78
2023/5/3,18.34
2023/5/4,20.09
2023/5/5,17.19
2023/5/8,16.98
2023/5/9,17.71
2023/5/10,16.94
2023/5/11,16.93
2023/5/12,17.03
2023/5/15,17.12
2023/5/16,17.99
2023/5/17,16.87
2023/5/18,16.05
2023/5/19,16.81
2023/5/22,17.21
2023/5/23,18.53
2023/5/24,20.03
2023/5/25,19.14
2023/5/26,17.95
2023/5/29,17.46
2023/5/30,17.46
2023/5/31,17.94
2023/6/1,15.65
2023/6/2,14.6
2023/6/5,14.73
2023/6/6,13.96
2023/6/7,13.94
2023/6/8,13.65
2023/6/9,13.83
2023/6/12,15.01
2023/6/13,14.61
2023/6/14,13.88
2023/6/15,14.5
2023/6/16,13.54
2023/6/19,14.19
2023/6/20,13.88
2023/6/21,13.2
2023/6/22,12.91
2023/6/23,13.44
2023/6/26,14.25
2023/6/27,13.74
2023/6/28,13.43
2023/6/29,13.54
2023/6/30,13.59
2023/7/3,13.57
2023/7/4,13.7
2023/7/5,14.18
2023/7/6,15.44
2023/7/7,14.83
2023/7/10,15.07
2023/7/11,14.84
2023/7/12,13.54
2023/7/13,13.61
2023/7/14,13.34
2023/7/17,13.48
2023/7/18,13.3
2023/7/19,13.76
2023/7/20,13.99
2023/7/21,13.6
2023/7/24,13.91
2023/7/25,13.86
2023/7/26,13.19
2023/7/27,14.41
2023/7/28,13.33
2023/7/31,13.63
2023/8/1,13.93
2023/8/2,16.09
2023/8/3,15.92
2023/8/4,17.1
2023/8/7,15.77
2023/8/8,15.99
2023/8/9,15.96
2023/8/10,15.85
2023/8/11,14.84
2023/8/14,14.82
2023/8/15,16.46
2023/8/16,16.78
2023/8/17,17.89
2023/8/18,17.3
2023/8/21,17.13
2023/8/22,16.97
2023/8/23,15.98
2023/8/24,17.2
2023/8/25,15.68
2023/8/28,15.08
2023/8/29,14.45
2023/8/30,13.88
2023/8/31,13.57
2023/9/1,13.09
2023/9/4,13.82
2023/9/5,14.01
2023/9/6,14.45
2023/9/7,14.4
2023/9/8,13.84
2023/9/11,13.8
2023/9/12,14.23
2023/9/13,13.48
2023/9/14,12.82
2023/9/15,13.79
2023/9/18,14
2023/9/19,14.11
2023/9/20,15.14
2023/9/21,17.54
2023/9/22,17.2
2023/9/25,16.9
2023/9/26,18.94
2023/9/27,18.22
2023/9/28,17.34
2023/9/29,17.52
2023/10/2,17.61
2023/10/3,19.78
2023/10/4,18.58
2023/10/5,18.49
2023/10/6,17.45
2023/10/9,17.7
2023/10/10,17.03
2023/10/11,16.09
2023/10/12,16.69
2023/10/13,19.32
2023/10/16,17.21
2023/10/17,17.88
2023/10/18,19.22
2023/10/19,21.4
2023/10/20,21.71
2023/10/23,20.37
2023/10/24,18.97
2023/10/25,20.19
2023/10/26,20.68
2023/10/27,21.27
2023/10/30,19.75
2023/10/31,18.14
2023/11/1,16.87
2023/11/2,15.66
2023/11/3,14.91
2023/11/6,14.89
2023/11/7,14.81
2023/11/8,14.45
2023/11/9,15.29
2023/11/10,14.17
2023/11/13,14.76
2023/11/14,14.16
2023/11/15,14.18
2023/11/16,14.32
2023/11/17,13.8
2023/11/20,13.41
2023/11/21,13.35
2023/11/22,12.85
2023/11/23,12.8
2023/11/24,12.46
2023/11/27,12.69
2023/11/28,12.69
2023/11/29,12.98
2023/11/30,12.92
2023/12/1,12.63
2023/12/4,13.08
2023/12/5,12.85
2023/12/6,12.97
2023/12/7,13.06
2023/12/8,12.35
2023/12/11,12.63
2023/12/12,12.07
2023/12/13,12.19
2023/12/14,12.48
2023/12/15,12.28
2023/12/18,12.56
2023/12/19,12.53
2023/12/20,13.67
2023/12/21,13.65
2023/12/22,13.03
2023/12/25,
2023/12/26,12.99
2023/12/27,12.43
2023/12/28,12.47
2023/12/29,12.45
2024/1/1,
2024/1/2,13.2
2024/1/3,14.04
2024/1/4,14.13
2024/1/5,13.35
2024/1/8,13.08
2024/1/9,12.76
2024/1/10,12.69
2024/1/11,12.44
2024/1/12,12.7
2024/1/15,13.25
2024/1/16,13.84
2024/1/17,14.79
2024/1/18,14.13
2024/1/19,13.3
2024/1/22,13.19
2024/1/23,12.55
2024/1/24,13.14
2024/1/25,13.45
2024/1/26,13.26
2024/1/29,13.6
2024/1/30,13.31
2024/1/31,14.35
2024/2/1,13.88
2024/2/2,13.85
2024/2/5,13.67
2024/2/6,13.06
2024/2/7,12.83
2024/2/8,12.79
2024/2/9,12.93
2024/2/12,13.93
2024/2/13,15.85
2024/2/14,14.38
2024/2/15,14.01
2024/2/16,14.24
2024/2/19,14.71
2024/2/20,15.42
2024/2/21,15.34
2024/2/22,14.54
2024/2/23,13.75
2024/2/26,13.74
2024/2/27,13.43
2024/2/28,13.84
2024/2/29,13.4
2024/3/1,13.11
2024/3/4,13.49
2024/3/5,14.46
2024/3/6,14.5
2024/3/7,14.44
2024/3/8,14.74
2024/3/11,15.22
2024/3/12,13.84
2024/3/13,13.75
2024/3/14,14.4
2024/3/15,14.41
2024/3/18,14.33
2024/3/19,13.82
2024/3/20,13.04
2024/3/21,12.92
2024/3/22,13.06
2024/3/25,13.19
2024/3/26,13.24
2024/3/27,12.78
2024/3/28,13.01
2024/3/29,
2024/4/1,13.65
2024/4/2,14.61
2024/4/3,14.33
2024/4/4,16.35
2024/4/5,16.03
2024/4/8,15.19
2024/4/9,14.98
2024/4/10,15.8
2024/4/11,14.91
2024/4/12,17.31
2024/4/15,19.23
2024/4/16,18.4
2024/4/17,18.21
2024/4/18,18
2024/4/19,18.71
2024/4/22,16.94
2024/4/23,15.69
2024/4/24,15.97
2024/4/25,15.37
2024/4/26,15.03
2024/4/29,14.67
2024/4/30,15.65
2024/5/1,15.39
2024/5/2,14.68
2024/5/3,13.49
2024/5/6,13.49
2024/5/7,13.23
2024/5/8,13
2024/5/9,12.69
2024/5/10,12.55
2024/5/13,13.6
2024/5/14,13.42
2024/5/15,12.45
2024/5/16,12.42
2024/5/17,11.99
2024/5/20,12.15
2024/5/21,11.86
2024/5/22,12.29
2024/5/23,12.77
2024/5/24,11.93
2024/5/27,12.36
2024/5/28,12.92
2024/5/29,14.28
2024/5/30,14.47
2024/5/31,12.92
2024/6/3,13.11
2024/6/4,13.16
2024/6/5,12.63
2024/6/6,12.58
2024/6/7,12.22
2024/6/10,12.74
2024/6/11,12.85
2024/6/12,12.04
2024/6/13,11.94
2024/6/14,12.66
2024/6/17,12.75
2024/6/18,12.3
2024/6/19,12.48
2024/6/20,13.28
2024/6/21,13.2
2024/6/24,13.33
2024/6/25,12.84
2024/6/26,12.55
2024/6/27,12.24
2024/6/28,12.44
2024/7/1,12.22
2024/7/2,12.03
2024/7/3,12.09
2024/7/4,12.26
2024/7/5,12.48
2024/7/8,12.37
2024/7/9,12.51
2024/7/10,12.85
2024/7/11,12.92
2024/7/12,12.46
2024/7/15,13.12
2024/7/16,13.19
2024/7/17,14.48
2024/7/18,15.93
2024/7/19,16.52
2024/7/22,14.91
2024/7/23,14.72
2024/7/24,18.04
2024/7/25,18.46
2024/7/26,16.39
2024/7/29,16.6
2024/7/30,17.69
2024/7/31,16.36
2024/8/1,18.59
2024/8/2,23.39
2024/8/5,38.57
2024/8/6,27.71
2024/8/7,27.85
2024/8/8,23.79
2024/8/9,20.37
2024/8/12,20.71
2024/8/13,18.12
2024/8/14,16.19
2024/8/15,15.23
2024/8/16,14.8
2024/8/19,14.65
2024/8/20,15.88
2024/8/21,16.27
2024/8/22,17.55
2024/8/23,15.86
2024/8/26,16.15
2024/8/27,15.43
2024/8/28,17.11
2024/8/29,15.65
2024/8/30,15
2024/9/2,15.55
2024/9/3,20.72
2024/9/4,21.32
2024/9/5,19.9
2024/9/6,22.38
2024/9/9,19.45
2024/9/10,19.08
2024/9/11,17.69
2024/9/12,17.07
2024/9/13,16.56
2024/9/16,17.14
2024/9/17,17.61
2024/9/18,18.23
2024/9/19,16.33
2024/9/20,16.15
2024/9/23,15.89
2024/9/24,15.39
2024/9/25,15.41
2024/9/26,15.37
2024/9/27,16.96
2024/9/30,16.73
2024/10/1,19.26
2024/10/2,18.9
2024/10/3,20.49
2024/10/4,19.21
2024/10/7,22.64
2024/10/8,21.42
2024/10/9,20.86
2024/10/10,20.93
2024/10/11,20.46
2024/10/14,19.7
2024/10/15,20.64
2024/10/16,19.58
2024/10/17,19.11
2024/10/18,18.03
2024/10/21,18.37
2024/10/22,18.2
2024/10/23,19.24
2024/10/24,19.08
2024/10/25,20.33
2024/10/28,19.8
2024/10/29,19.34
2024/10/30,20.35
2024/10/31,23.16
2024/11/1,21.88
